1684931341,1,77.36,14.67
1684931401,1,77.34,14.67
1684931462,1,77.36,14.67
1684931523,1,77.32,14.67
1684931584,1,77.29,14.67
1684931644,1,77.25,14.67
1684931705,1,77.27,14.67
1684931766,1,77.23,14.67
1684931827,1,77.23,14.67
1684931887,1,77.22,14.67
1684931948,1,77.13,14.67
1684932009,1,77.04,14.67
1684932069,1,76.96,14.67
1684932130,1,76.91,14.67
1684932191,1,76.89,14.67
1684932252,1,76.91,14.67
1684932312,1,76.93,14.67
1684932373,1,76.93,14.67
1684932434,1,76.93,14.67
1684932494,1,76.93,14.67
1684932555,1,76.95,14.67
1684932616,1,76.95,14.67
1684932677,1,76.96,14.67
1684932737,1,76.95,14.67
1684932798,1,76.96,14.67
1684932859,1,76.95,14.67
1684932919,1,76.95,14.67
1684932980,1,76.93,14.67
1684933041,1,76.93,14.67
1684933102,1,76.93,14.67
1684933162,1,76.93,14.67
1684933223,1,76.95,14.67
1684933284,1,76.95,14.67
1684933345,1,76.95,14.67
1684933405,1,76.95,14.67
1684933466,1,76.95,14.67
1684933527,1,76.95,14.67
1684933587,1,76.95,14.67
1684933648,1,76.95,14.67
1684933709,1,76.93,14.67
1684933770,1,76.93,14.67
1684933830,1,76.93,14.67
1684933891,1,76.95,14.67
1684933952,1,76.93,14.67
1684934012,1,76.91,14.67
1684934073,1,76.93,14.67
1684934134,1,76.91,14.67
1684934195,1,76.91,14.67
1684934255,1,76.91,14.67
1684934316,1,76.91,14.67
1684934377,1,76.91,14.67
1684934437,1,76.91,14.67
1684934498,1,76.91,14.67
1684934559,1,76.89,14.67
1684934620,1,76.89,14.67
1684934680,1,76.91,14.67
1684934741,1,76.89,14.67
1684934802,1,76.91,14.67
1684934863,1,76.89,14.67
1684934923,1,76.89,14.67
1684934984,1,76.87,14.67
1684935045,1,76.89,14.67
1684935105,1,76.87,14.67
1684935166,1,76.87,14.67
1684935227,1,76.86,14.67
1684935288,1,76.86,14.67
1684935348,1,76.86,14.67
1684935409,1,76.86,14.67
1684935470,1,76.86,14.67
1684935531,1,76.86,14.67
1684935591,1,76.86,14.67
1684935652,1,76.86,14.67
1684935713,1,76.86,14.67
1684935773,1,76.86,14.67
1684935834,1,76.84,14.67
1684935895,1,76.84,14.67
1684935956,1,76.86,14.67
1684936016,1,76.80,14.67
1684936077,1,76.71,14.67
1684936138,1,76.64,14.67
1684936198,1,76.59,14.67
1684936259,1,76.57,14.67
1684936320,1,76.59,14.67
1684936381,1,76.60,14.67
1684936441,1,76.60,14.67
1684936502,1,76.62,14.67
1684936563,1,76.62,14.67
1684936624,1,76.64,14.67
1684936684,1,76.64,14.67
1684936745,1,76.66,14.67
1684936806,1,76.66,14.67
1684936866,1,76.68,14.67
1684936927,1,76.68,14.67
1684936988,1,76.69,14.67
1684937049,1,76.69,14.67
1684937109,1,76.71,14.67
1684937170,1,76.69,14.67
1684937231,1,76.71,14.67
1684937292,1,76.69,14.67
1684937352,1,76.69,14.67
1684937413,1,76.69,14.67
